2020-09-26,SC,A+,1242797,16330,145273,1371,3323,26
2020-09-26,SD,A,186134,2187,21133,579,218,2
2020-09-26,TN,A+,2789879,27034,190891,1437,2374,22
2020-09-26,TX,A,5994813,81364,733438,4886,15485,121
2020-09-26,UT,A+,805079,9862,69547,1017,448,0
2020-09-26,VA,A+,1993344,19845,145408,975,3144,8
2020-09-26,VI,D,19972,0,1296,0,19,0
2020-09-26,VT,B,160276,997,1739,8,58,0
2020-09-26,WA,B,1801021,17742,85226,988,2100,20
2020-09-26,WI,A+,1513643,12669,120231,2902,1291,7
2020-09-26,WV,C,542291,6897,15158,205,332,2
2020-09-26,WY,B,97871,45,5465,45,50,0
2020-09-25,AK,A,441332,8134,8202,261,51,6
2020-09-25,AL,A,1097595,19415,150658,2452,2491,-15
2020-09-25,AR,A+,926294,8881,79946,897,1266,20
2020-09-25,AS,D,1571,0,0,0,0,0
2020-09-25,AZ,A+,1423603,7612,216367,515,5587,28
2020-09-25,CA,B,14052247,99390,794040,3400,15398,84
2020-09-25,CO,A,1260861,15116,67217,548,1935,9
2020-09-25,CT,B,1519151,13678,56587,115,4501,2
2020-09-25,DC,A+,373586,5719,15163,57,623,2
2020-09-25,DE,A+,279374,1458,20085,138,631,1
2020-09-25,FL,A,5205994,26495,695887,2847,14083,122
2020-09-25,GA,A,2847494,22678,312514,1468,6874,52
2020-09-25,GU,A,48256,569,2286,23,41,3
2020-09-25,HI,B,286875,90,11779,90,124,2
2020-09-25,IA,A+,744981,6401,82045,974,1307,5
2020-09-25,ID,A,296412,2349,39234,491,457,3
2020-09-25,IL,A,5365960,70084,286374,2805,8807,33
2020-09-25,IN,A+,1341462,9854,115407,1171,3566,18
2020-09-25,KS,A+,502770,10489,56592,1366,632,11
2020-09-25,KY,B,1244628,18243,65066,908,1149,12
2020-09-25,LA,A,2256065,18531,165152,706,5444,21
2020-09-25,MA,A+,3706728,64012,129481,488,9373,11
2020-09-25,MD,A,1572484,10905,122359,559,3917,8
2020-09-25,ME,A+,406394,6428,5235,20,140,0
2020-09-25,MI,A+,3502312,39488,133377,1040,7027,8
2020-09-25,MN,A,1924020,28718,94189,1177,2046,6
2020-09-25,MO,B,1273165,13634,120298,1987,1994,42
2020-09-25,MP,D,14845,0,69,0,2,0
2020-09-25,MS,A+,726386,4627,96032,722,2894,20
2020-09-25,MT,C,326116,4598,11564,322,170,5
2020-09-25,NC,A+,2907617,37426,204331,6142,3409,53
2020-09-25,ND,B,587564,5460,19885,434,156,0
2020-09-25,NE,A,437304,2935,42731,453,462,0
2020-09-25,NH,B,417689,0,8044,0,438,0
2020-09-25,NJ,A+,3478711,26907,202100,548,16097,6
2020-09-25,NM,C,885373,6967,28224,237,859,2
2020-09-25,NV,A+,681336,5848,77753,556,1573,9
2020-09-25,NY,A,10323463,94818,453755,908,25446,7
2020-09-25,OH,A+,2995593,39878,148894,1150,4734,19
2020-09-25,OK,A+,1140664,13738,82520,1276,993,12
2020-09-25,OR,A+,662906,12408,32314,449,542,3
2020-09-25,PA,A+,1970600,13733,154203,806,8081,2
2020-09-25,PR,C,350877,1063,44905,1063,635,8
2020-09-25,RI,A+,727469,10422,24181,-130,1107,1
2020-09-25,SC,A+,1226467,19361,143902,1195,3297,18
2020-09-25,SD,A,183947,2286,20554,457,216,6
2020-09-25,TN,A+,2762845,33457,189454,1910,2352,42
2020-09-25,TX,A,5913449,52616,728552,4633,15364,97
2020-09-25,UT,A+,795217,10242,68530,1411,448,4
2020-09-25,VA,A+,1973499,20534,144433,941,3136,23
2020-09-25,VI,D,19972,148,1296,6,19,0
2020-09-25,VT,B,159279,1090,1731,7,58,0
2020-09-25,WA,B,1783279,39983,84238,536,2080,-1
2020-09-25,WI,A+,1500974,15204,117329,2629,1284,9
2020-09-25,WV,C,535394,6369,14953,247,330,5
2020-09-25,WY,B,97826,1186,5420,115,50,0
2020-09-24,AK,A,433198,0,7941,0,45,0
2020-09-24,AL,A,1078180,7277,148206,1053,2506,18
2020-09-24,AR,A+,917413,10466,79049,1086,1246,17
2020-09-24,AS,D,1571,0,0,0,0,0
2020-09-24,AZ,A+,1415991,10489,215852,568,5559,34
2020-09-24,CA,B,13952857,73434,790640,3170,15314,110
2020-09-24,CO,A,1245745,13457,66669,616,1926,0
2020-09-24,CT,B,1505473,15575,56472,157,4499,2
2020-09-24,DC,A+,367867,4419,15106,56,621,0
2020-09-24,DE,A+,277916,1872,19947,117,630,1
2020-09-24,FL,A,5179499,23519,693040,2541,13961,179
2020-09-24,GA,A,2824816,21601,311046,1368,6822,49
2020-09-24,GU,A,47687,436,2263,28,38,1
2020-09-24,HI,B,286785,2716,11689,167,122,2
2020-09-24,IA,A+,738580,6727,81071,1148,1302,8
2020-09-24,ID,A,294063,1904,38743,396,454,3
2020-09-24,IL,A,5295876,62071,283569,2257,8774,30
2020-09-24,IN,A+,1331608,8789,114236,899,3548,18
2020-09-24,KS,A+,492281,0,55226,0,621,0
2020-09-24,KY,B,1226385,9606,64158,641,1137,13
2020-09-24,LA,A,2237534,17525,164446,577,5423,16
2020-09-24,MA,A+,3642716,85168,128993,481,9362,15
2020-09-24,MD,A,1561579,9474,121800,503,3909,7
2020-09-24,ME,A+,399966,13931,5215,44,140,0
2020-09-24,MI,A+,3462824,37717,132337,1078,7019,6
2020-09-24,MN,A,1895302,21435,93012,912,2040,3
2020-09-24,MO,B,1259531,14968,118311,1365,1952,5
2020-09-24,MP,D,14845,0,69,0,2,0
2020-09-24,MS,A+,721759,5048,95310,737,2874,4
2020-09-24,MT,C,321518,4358,11242,330,165,0
2020-09-24,NC,A+,2870191,27764,198189,1688,3356,40
2020-09-24,ND,B,582104,6625,19451,470,156,0
2020-09-24,NE,A,434369,3267,42278,493,462,1
2020-09-24,NH,B,417689,4298,8044,37,438,0
2020-09-24,NJ,A+,3451804,29057,201552,564,16091,9
2020-09-24,NM,C,878406,6075,27987,197,857,3
2020-09-24,NV,A+,675488,3564,77197,390,1564,8
2020-09-24,NY,A,10228645,92953,452847,955,25439,2
2020-09-24,OH,A+,2955715,24516,147744,991,4715,28
2020-09-24,OK,A+,1126926,12600,81244,1083,981,11
2020-09-24,OR,A+,650498,4373,31865,362,539,1
2020-09-24,PA,A+,1956867,13911,153397,853,8079,17
2020-09-24,PR,C,349814,1182,43842,1182,627,10
2020-09-24,RI,A+,717047,10469,24311,134,1106,4
2020-09-24,SC,A+,1207106,16522,142707,1021,3279,17
2020-09-24,SD,A,181661,1529,20097,463,210,8
2020-09-24,TN,A+,2729388,16045,187544,835,2310,35
2020-09-24,TX,A,5860833,120159,723919,4320,15267,138
2020-09-24,UT,A+,784975,9117,67119,1198,444,0
2020-09-24,VA,A+,1952965,30359,143492,902,3113,24
2020-09-24,VI,D,19824,206,1290,12,19,0
2020-09-24,VT,B,158189,926,1724,2,58,0
2020-09-24,WA,B,1743296,2397,83702,509,2081,11
2020-09-24,WI,A+,1485770,13365,114700,2478,1275,7
2020-09-24,WV,C,529025,3445,14706,202,325,6
2020-09-24,WY,B,96640,1647,5305,136,50,0
2020-09-23,AK,A,433198,2007,7941,55,45,0
2020-09-23,AL,A,1070903,5350,147153,569,2488,31
2020-09-23,AR,A+,906947,8950,77963,982,1229,20
2020-09-23,AS,D,1571,0,0,0,0,0
2020-09-23,AZ,A+,1405502,9084,215284,438,5525,27
2020-09-23,CA,B,13879423,75368,787470,3146,15204,133
2020-09-23,CO,A,1232288,13151,66053,654,1926,12
2020-09-23,CT,B,1489898,10074,56315,155,4497,1
2020-09-23,DC,A+,363448,1815,15050,29,621,0
2020-09-23,DE,A+,276044,1207,19830,69,629,1
2020-09-23,FL,A,5155980,23638,690499,2590,13782,203
2020-09-23,GA,A,2803215,19788,309678,1457,6773,96
2020-09-23,GU,A,47251,423,2235,45,37,0
2020-09-23,HI,B,284069,1489,11522,63,120,0
2020-09-23,IA,A+,731853,6771,79923,1036,1294,8
2020-09-23,ID,A,292159,1248,38347,446,451,4
2020-09-23,IL,A,5233805,46391,281312,1848,8744,22
2020-09-23,IN,A+,1322819,7379,113337,711,3530,10
2020-09-23,KS,A+,492281,7590,55226,1267,621,21
2020-09-23,KY,B,1216779,148313,63517,786,1124,5
2020-09-23,LA,A,2220009,13035,163869,616,5407,21
2020-09-23,MA,A+,3557548,80869,128512,543,9347,19
2020-09-23,MD,A,1552105,8091,121297,385,3902,7
2020-09-23,ME,A+,386035,10603,5171,25,140,0
2020-09-23,MI,A+,3425107,34229,131259,902,7013,16
2020-09-23,MN,A,1873867,10173,92100,678,2037,6
2020-09-23,MO,B,1244563,2814,116946,1580,1947,83
2020-09-23,MP,D,14845,460,69,0,2,0
2020-09-23,MS,A+,716711,4210,94573,552,2870,24
2020-09-23,MT,C,317160,3151,10912,212,165,2
2020-09-23,NC,A+,2842427,17498,196501,952,3316,30
2020-09-23,ND,B,575479,6939,18981,473,156,0
2020-09-23,NE,A,431102,3056,41785,397,461,9
2020-09-23,NH,B,413391,2925,8007,17,438,0
2020-09-23,NJ,A+,3422747,25098,200988,408,16082,6
2020-09-23,NM,C,872331,5648,27790,107,854,3
2020-09-23,NV,A+,671924,2850,76807,509,1556,10
2020-09-23,NY,A,10135692,70930,451892,665,25437,5
2020-09-23,OH,A+,2931199,42412,146753,903,4687,52
2020-09-23,OK,A+,1114326,12487,80161,1089,970,8
2020-09-23,OR,A+,646125,3544,31503,190,538,6
2020-09-23,PA,A+,1942956,13394,152544,898,8062,39
2020-09-23,PR,C,348632,64,42660,64,617,4
2020-09-23,RI,A+,706578,9770,24177,133,1102,3
2020-09-23,SC,A+,1190584,18100,141686,897,3262,19
2020-09-23,SD,A,180132,1786,19634,445,202,0
2020-09-23,TN,A+,2713343,21939,186709,1561,2275,14
2020-09-23,TX,A,5740674,72942,719599,3392,15129,135
2020-09-23,UT,A+,775858,6899,65921,877,444,1
2020-09-23,VA,A+,1922606,11026,142590,580,3089,29
2020-09-23,VI,D,19618,154,1278,2,19,0
2020-09-23,VT,B,157263,-78,1722,1,58,0
2020-09-23,WA,B,1740899,0,83193,0,2070,0
2020-09-23,WI,A+,1472405,13586,112222,1895,1268,9
2020-09-23,WV,C,525580,2911,14504,120,319,2
2020-09-23,WY,B,94993,153,5169,153,50,1
2020-09-22,AK,A,431191,2546,7886,48,45,0
2020-09-22,AL,A,1065553,6036,146584,804,2457,18
2020-09-22,AR,A+,897997,6473,76981,617,1209,12
2020-09-22,AS,D,1571,0,0,0,0,0
2020-09-22,AZ,A+,1396418,9791,214846,595,5498,20
2020-09-22,CA,B,13804055,131273,784324,2630,15071,53
2020-09-22,CO,A,1219137,10712,65399,542,1914,1
2020-09-22,CT,B,1479824,12058,56160,136,4496,1
2020-09-22,DC,A+,361633,3889,15021,43,621,0
2020-09-22,DE,A+,274837,1624,19761,94,628,1
2020-09-22,FL,A,5132342,19082,687909,2470,13579,99
2020-09-22,GA,A,2783427,12564,308221,882,6677,73
2020-09-22,GU,A,46828,474,2190,43,37,2
2020-09-22,HI,B,282580,1162,11459,56,120,0
2020-09-22,IA,A+,725082,3487,78887,548,1286,12
2020-09-22,ID,A,290911,1748,37901,410,447,4
2020-09-22,IL,A,5187414,41829,279464,1531,8722,29
2020-09-22,IN,A+,1315440,6795,112626,599,3520,8
2020-09-22,KS,A+,484691,0,53959,0,600,0
2020-09-22,KY,B,1068466,9983,62731,814,1119,7
2020-09-22,LA,A,2206974,21182,163253,752,5386,11
2020-09-22,MA,A+,3476679,40518,127969,173,9328,11
2020-09-22,MD,A,1544014,6385,120912,344,3895,12
2020-09-22,ME,A+,375432,40,5146,40,140,0
2020-09-22,MI,A+,3390878,20211,130357,695,6997,16
2020-09-22,MN,A,1863694,8386,91422,480,2031,10
2020-09-22,MO,B,1241749,22190,115366,1059,1864,57
2020-09-22,MP,D,14385,0,69,0,2,0
2020-09-22,MS,A+,712501,5595,94021,465,2846,36
2020-09-22,MT,C,314009,2747,10700,271,163,3
2020-09-22,NC,A+,2824929,7390,195549,1168,3286,39
2020-09-22,ND,B,568540,2697,18508,264,156,5
2020-09-22,NE,A,428046,2230,41388,305,452,10
2020-09-22,NH,B,410466,3133,7990,38,438,0
2020-09-22,NJ,A+,3397649,44466,200580,426,16076,7
2020-09-22,NM,B,866683,3784,27683,104,851,2
2020-09-22,NV,A+,669074,2282,76298,262,1546,15
2020-09-22,NY,A,10064762,83997,451227,754,25432,4
2020-09-22,OH,A+,2888787,32626,145850,685,4635,12
2020-09-22,OK,A+,1101839,28234,79072,1164,962,14
2020-09-22,OR,A+,642581,3783,31313,318,532,3
2020-09-22,PA,A+,1929562,11569,151646,834,8023,19
2020-09-22,PR,C,348568,120,42596,120,613,4
2020-09-22,RI,A+,696808,6527,24044,112,1099,2
2020-09-22,SC,A+,1172484,28366,140789,2665,3243,31
2020-09-22,SD,A,178346,1323,19189,320,202,0
2020-09-22,TN,A+,2691404,11998,185148,739,2261,28
2020-09-22,TX,A,5667732,45234,716207,17820,14994,77
2020-09-22,UT,A+,768959,6908,65044,650,443,2
2020-09-22,VA,A+,1911580,12943,142010,872,3060,39
2020-09-22,VI,D,19464,152,1276,7,19,0
2020-09-22,VT,B,157341,602,1721,2,58,0
2020-09-22,WA,B,1740899,4343,83193,645,2070,33
2020-09-22,WI,A+,1458819,12604,110327,1739,1259,7
2020-09-22,WV,C,522669,3153,14384,213,317,5
2020-09-22,WY,B,94840,709,5016,72,49,0
2020-09-21,AK,A,428645,1720,7838,71,45,0
2020-09-21,AL,A,1059517,5500,145780,818,2439,2
2020-09-21,AR,A+,891524,7540,76364,641,1197,16
2020-09-21,AS,D,1571,0,0,0,0,0
2020-09-21,AZ,A+,1386627,7020,214251,233,5478,2
2020-09-21,CA,B,13672782,149624,781694,3294,15018,31
2020-09-21,CO,A,1208425,13046,64857,501,1913,0
2020-09-21,CT,B,1467766,45618,56024,497,4495,3
2020-09-21,DC,A+,357744,2600,14978,23,621,1
2020-09-21,DE,A+,273213,1792,19667,101,627,6
2020-09-21,FL,A,5113260,18171,685439,1685,13480,21
2020-09-21,GA,A,2770863,20041,307339,1184,6604,2
2020-09-21,GU,A,46354,396,2147,30,35,1
2020-09-21,HI,B,281418,1569,11403,77,120,0
2020-09-21,IA,A+,721595,3316,78339,660,1274,9
2020-09-21,ID,A,289163,2333,37491,244,443,2
2020-09-21,IL,A,5145585,38234,277933,1477,8693,7
2020-09-21,IN,A+,1308645,6705,112027,522,3512,6
2020-09-21,KS,A+,484691,9942,53959,1674,600,4
2020-09-21,KY,B,1058483,10488,61917,375,1112,1
2020-09-21,LA,A,2185792,6793,162501,243,5375,9
2020-09-21,MA,A+,3436161,36649,127796,256,9317,7
2020-09-21,MD,A,1537629,8153,120568,412,3883,4
2020-09-21,ME,A+,375392,1254,5106,27,140,1
2020-09-21,MI,A+,3370667,52198,129662,1575,6981,12
2020-09-21,MN,A,1855308,16916,90942,925,2021,4
2020-09-21,MO,B,1219559,7051,114307,1463,1807,12
2020-09-21,MP,D,14385,1,69,1,2,0
2020-09-21,MS,A+,706906,3743,93556,192,2810,0
2020-09-21,MT,C,311262,8449,10429,130,160,3
2020-09-21,NC,A+,2817539,12721,194381,800,3247,4
2020-09-21,ND,B,565843,3244,18244,286,151,9
2020-09-21,NE,A,425816,2456,41083,286,442,0
2020-09-21,NH,B,407333,5644,7952,5,438,0
2020-09-21,NJ,A+,3353183,392,200154,392,16069,2
2020-09-21,NM,B,862899,5443,27579,67,849,2
2020-09-21,NV,A+,666792,1608,76036,232,1531,0
2020-09-21,NY,A,9980765,58319,450473,573,25428,1
2020-09-21,OH,A+,2856161,30864,145165,856,4623,8
2020-09-21,OK,A+,1073605,1101,77908,1101,948,2
2020-09-21,OR,A+,638798,2729,30995,194,529,3
2020-09-21,PA,A+,1917993,9083,150812,234,8004,23
2020-09-21,PR,C,348448,638,42476,638,609,1
2020-09-21,RI,A+,690281,2136,23932,52,1097,3
2020-09-21,SC,A+,1144118,11523,138124,416,3212,13
2020-09-21,SD,A,177023,670,18869,173,202,0
2020-09-21,TN,A+,2679406,12280,184409,895,2233,15
2020-09-21,TX,A,5622498,29010,698387,9853,14917,24
2020-09-21,UT,A+,762051,3886,64394,622,441,1
2020-09-21,VA,A+,1898637,16609,141138,627,3021,6
2020-09-21,VI,D,19312,0,1269,0,19,0
2020-09-21,VT,B,156739,844,1719,4,58,0
2020-09-21,WA,B,1736556,13516,82548,349,2037,0
2020-09-21,WI,A+,1446215,6821,108588,1296,1252,2
2020-09-21,WV,C,519516,5212,14171,117,312,2
2020-09-21,WY,B,94131,1700,4944,73,49,0
2020-09-20,AK,A,426925,4075,7767,93,45,0
2020-09-20,AL,A,1054017,5595,144962,798,2437,0
2020-09-20,AR,A+,883984,17549,75723,563,1181,8
2020-09-20,AS,D,1571,0,0,0,0,0
2020-09-20,AZ,A+,1379607,10701,214018,467,5476,9
2020-09-20,CA,B,13523158,179272,778400,4265,14987,75
2020-09-20,CO,A,1195379,13550,64356,606,1913,0
2020-09-20,CT,B,1422148,0,55527,0,4492,0
2020-09-20,DC,A+,355144,4267,14955,53,620,1
2020-09-20,DE,A+,271421,1710,19566,117,621,0
2020-09-20,FL,A,5095089,26535,683754,2521,13459,9
2020-09-20,GA,A,2750822,15433,306155,1134,6602,3
2020-09-20,GU,A,45958,0,2117,0,34,0
2020-09-20,HI,B,279849,109,11326,109,120,0
2020-09-20,IA,A+,718279,4504,77679,621,1265,1
2020-09-20,ID,A,286830,1693,37247,288,441,3
2020-09-20,IL,A,5107351,48011,276456,1402,8686,14
2020-09-20,IN,A+,1301940,9325,111505,746,3506,3
2020-09-20,KS,A+,474749,0,52285,0,596,0
2020-09-20,KY,B,1047995,0,61542,436,1111,3
2020-09-20,LA,A,2178999,32013,162258,936,5366,26
2020-09-20,MA,A+,3399512,62220,127540,359,9310,15
2020-09-20,MD,A,1529476,10672,120156,412,3879,3
2020-09-20,ME,A+,374138,2951,5079,44,139,0
2020-09-20,MI,A+,3318469,0,128087,0,6969,0
2020-09-20,MN,A,1838392,22618,90017,1296,2017,2
2020-09-20,MO,B,1212508,9884,112844,1328,1795,2
2020-09-20,MP,D,14384,6,68,6,2,0
2020-09-20,MS,A+,703163,277,93364,277,2810,1
2020-09-20,MT,C,302813,1973,10299,136,157,1
2020-09-20,NC,A+,2804818,33798,193581,1333,3243,8
2020-09-20,ND,B,562599,5737,17958,351,142,0
2020-09-20,NE,A,423360,3365,40797,410,442,0
2020-09-20,NH,B,401689,8523,7947,27,438,0
2020-09-20,NJ,A+,3352791,60414,199762,453,16067,3
2020-09-20,NM,B,857456,6493,27512,162,847,6
2020-09-20,NV,A+,665184,4498,75804,385,1531,3
2020-09-20,NY,A,9922446,100355,449900,862,25427,2
2020-09-20,OH,A+,2825297,36602,144309,762,4615,3
2020-09-20,OK,A+,1072504,1003,76807,1003,946,3
2020-09-20,OR,A+,636069,2159,30801,202,526,1
2020-09-20,PA,A+,1908910,12785,150578,733,7981,25
2020-09-20,PR,C,347810,845,41838,845,608,3
2020-09-20,RI,A+,688145,8291,23880,82,1094,3
2020-09-20,SC,A+,1132595,9330,137708,468,3199,11
2020-09-20,SD,A,176353,1132,18696,252,202,2
2020-09-20,TN,A+,2667126,40039,183514,2075,2218,2
2020-09-20,TX,A,5593488,30312,688534,2466,14893,45
2020-09-20,UT,A+,758165,6215,63772,920,440,0
2020-09-20,VA,A+,1882028,15362,140511,856,3015,25
2020-09-20,VI,D,19312,358,1269,27,19,0
2020-09-20,VT,B,155895,1095,1715,5,58,0
2020-09-20,WA,B,1723040,18370,82199,597,2037,0
2020-09-20,WI,A+,1439394,8390,107292,1735,1250,1
2020-09-20,WV,C,514304,4818,14054,180,310,2
2020-09-20,WY,B,92431,91,4871,91,49,0
2020-09-19,AK,A,422850,4557,7674,87,45,0
2020-09-19,AL,A,1048422,9412,144164,1301,2437,9
2020-09-19,AR,A+,866435,0,75160,1078,1173,0
2020-09-19,AS,D,1571,0,0,0,0,0
2020-09-19,AZ,A+,1368906,10752,213551,609,5467,16
2020-09-19,CA,B,13343886,166700,774135,4304,14912,100
2020-09-19,CO,A,1181829,14919,63750,605,1913,2
2020-09-19,CT,B,1422148,0,55527,0,4492,0
2020-09-19,DC,A+,350877,3759,14902,50,619,0
2020-09-19,DE,A+,269711,1073,19449,83,621,1
2020-09-19,FL,A,5068554,30293,681233,3573,13450,63
2020-09-19,GA,A,2735389,33437,305021,2284,6599,62
2020-09-19,GU,A,45958,305,2117,43,34,1
2020-09-19,HI,B,279740,10411,11217,112,120,13
2020-09-19,IA,A+,713775,5744,77058,847,1264,4
2020-09-19,ID,A,285137,2615,36959,470,438,4
2020-09-19,IL,A,5059340,74286,275054,2529,8672,25
2020-09-19,IN,A+,1292615,11177,110759,1076,3503,8
2020-09-19,KS,A+,474749,0,52285,0,596,0
2020-09-19,KY,B,1047995,2763,61106,978,1108,7
2020-09-19,LA,A,2146986,0,161322,0,5340,0
2020-09-19,MA,A+,3337292,72419,127181,599,9295,26
2020-09-19,MD,A,1518804,13937,119744,682,3876,7
2020-09-19,ME,A+,371187,6763,5035,30,139,1
2020-09-19,MI,A+,3318469,33439,128087,587,6969,15
2020-09-19,MN,A,1815774,24094,88721,914,2015,13
2020-09-19,MO,B,1202624,12244,111516,1387,1793,13
2020-09-19,MP,D,14378,0,62,0,2,0
2020-09-19,MS,A+,702886,69454,93087,1152,2809,29
2020-09-19,MT,C,300840,2285,10163,292,156,10
2020-09-19,NC,A+,2771020,22000,192248,1229,3235,28
2020-09-19,ND,B,556862,6538,17607,377,142,0
2020-09-19,NE,A,419995,3420,40387,466,442,0
2020-09-19,NH,B,393166,0,7920,59,438,0
2020-09-19,NJ,A+,3292377,461,199309,461,16064,3
2020-09-19,NM,B,850963,5796,27350,151,841,5
2020-09-19,NV,A+,660686,4085,75419,323,1528,4
2020-09-19,NY,A,9822091,110444,449038,986,25425,2
2020-09-19,OH,A+,2788695,35590,143547,951,4612,4
2020-09-19,OK,A+,1071501,17284,75804,1237,943,4
2020-09-19,OR,A+,633910,4488,30599,257,525,4
2020-09-19,PA,A+,1896125,14637,149845,1162,7956,22
2020-09-19,PR,C,346965,1309,40993,1309,605,6
